Serial,Aspect,Opinion(List)
939,ntu.nlp.component.WordWithEmotion@746d8e2a,比较有_比较合格_
940,ntu.nlp.component.WordWithEmotion@4490a31d,最好_不错_属于_
941,ntu.nlp.component.WordWithEmotion@73c4e815,都有_就订_不错_觉得_看到_
942,ntu.nlp.component.WordWithEmotion@460f614,不值_给_新开_显得_太贵_很旧_今后考虑_有_新_很旧_有些脏_很好_比较失望_亲自入住_
943,ntu.nlp.component.WordWithEmotion@79bb9d4a,不满意_吵_还逼_
944,ntu.nlp.component.WordWithEmotion@c53a3b6,太近_就是_很方便_比较麻烦_走路_宰_去_竟然打_被_唯一_也是_让_
945,ntu.nlp.component.WordWithEmotion@4721080c,相隔_没有_正好有_睡_入住_吵_有些陈旧_反正是_太硬_腰算背痛_太好_不是_到_更有_入住_只有_
946,ntu.nlp.component.WordWithEmotion@4997704f,找到_最好_
947,ntu.nlp.component.WordWithEmotion@754e7847,网速不错_重新装修_还过_去_还有_订_很好_
948,ntu.nlp.component.WordWithEmotion@72bab97b,方便_不错_
949,ntu.nlp.component.WordWithEmotion@40e77515,是_脏_刚入住_
950,ntu.nlp.component.WordWithEmotion@1bb7d6fd,买_可以_选_还是_不肯_不知道_有_居然早上_明明含_太差_大清早冒_出去_给_
951,ntu.nlp.component.WordWithEmotion@42838a42,给_入住_还不错_挺温馨_感觉_升_
952,ntu.nlp.component.WordWithEmotion@49ea152b,订_订_不同_实际入住_无法加床_写明_什么橱_一样_换_提出_均靠_也没有_有_连放_不要_只能_坏_说_见到_多余_免费_相同_见_提_没有_最小_是_
953,ntu.nlp.component.WordWithEmotion@2713dff6,还可以_没碰_办离_很长_不会_去_不会_感觉_in_好打车_主要是_透_真是让_很费劲_不舒服_非说_太吵_抽烟_订_新烧_有_感觉_不好_订房_说_不含_但结账_发誓_让_糟_
954,ntu.nlp.component.WordWithEmotion@9d4a385,新_躲_确实是_不错_
955,ntu.nlp.component.WordWithEmotion@673b75cd,特别便宜_不例外_
956,ntu.nlp.component.WordWithEmotion@70b31aad,吃_雷到.换_健康_有_留下_刚住完_稍好_再次被_差点被_甲_砍价_过高_赶上_开门_要_补充_退房_有_回来_不会_点评_刚开门_是_好像没_严重影响_吃_会_熏倒_入住_
957,ntu.nlp.component.WordWithEmotion@7e9c8da8,比较差_一清二楚_说话_
958,ntu.nlp.component.WordWithEmotion@58185188,不订_事先通知_不好_
959,ntu.nlp.component.WordWithEmotion@2490e4e7,很喜欢_在经营_买_入住_看_问_出_有_顺便搞_还有_好逛_还是_帮_免费_表扬_借_还放_挑_登记_很热情_有_是_有_很好闻_要_马上介绍_可以_免费_挺美_有_SHOPPING_可以_不错_有_靠_也漂亮_大洋_
960,ntu.nlp.component.WordWithEmotion@24a40c72,发现_感觉_联系_入住_只得_不到_用_实在找_都知道_于是想_没有_下楼_没有_去_有点成旧_手试_高挂_挺高_找_有_
961,ntu.nlp.component.WordWithEmotion@e2d2329,吃饭_去_只能_注意_是_要_否则要_加收_大约要_淋浴水_要_比较小_小休_走_不能_不满意_延迟_
962,ntu.nlp.component.WordWithEmotion@355f6004,很干净_不错_
963,ntu.nlp.component.WordWithEmotion@898c1fc,很差_超过_加半_退房_都可以_延长_就要_说_说_
964,ntu.nlp.component.WordWithEmotion@64e78bcc,干净_不好_感觉_不好_不台_
965,ntu.nlp.component.WordWithEmotion@1d8b31d5,好_有_
966,ntu.nlp.component.WordWithEmotion@1d74a61a,服务_不错_很好_优越_
967,ntu.nlp.component.WordWithEmotion@55450411,非常差_很好_老装修_还好_应该_是_挑选_自助早餐_住_不会_千万注意_预定_之前住_又入住_没想到_
968,ntu.nlp.component.WordWithEmotion@260e23d3,爱_不住_不客气_受到_住_服务_包括_欠_没有_
969,ntu.nlp.component.WordWithEmotion@6a520529,服务_住_比较舒适_是_比较正规_
970,ntu.nlp.component.WordWithEmotion@2ed0fd47,是_在是_太陈旧_
971,ntu.nlp.component.WordWithEmotion@1aa45854,很差_
972,ntu.nlp.component.WordWithEmotion@1ba30076,
973,ntu.nlp.component.WordWithEmotion@6a735126,只有_进行_没有进行_预定_告诉_到_预定_
974,ntu.nlp.component.WordWithEmotion@38d4cc63,不敢_恭维补充_评_扰_都是_让_出来_打_莫名其妙_是_怎么平均_
975,ntu.nlp.component.WordWithEmotion@1ab694bb,小_小_可怜_直接流出_热水_洗澡_要_下_洗_都是_简陋_就是_
976,ntu.nlp.component.WordWithEmotion@48de8eb0,补充_最差_最多_一会没有_是_就是_一般般_定_评_不低_
977,ntu.nlp.component.WordWithEmotion@b69ea30,回来_住_较高_又续订_比较满意_
978,ntu.nlp.component.WordWithEmotion@568dfb2a,予以_予以_后告知_极力要求_共入住_仅仅报以_有_是_局部装修_将_司_无从投诉_表示_弄_正在剃须_不满_不通_好尴尬_就是_口头道歉_洗脸_开始_答应_有_是_
979,ntu.nlp.component.WordWithEmotion@364aecb,特方便_
980,ntu.nlp.component.WordWithEmotion@470f932a,非常一般_新开_都不如_无星级_都不如_
981,ntu.nlp.component.WordWithEmotion@4f86ced8,方便_住_还是_
982,ntu.nlp.component.WordWithEmotion@1b75efb2,不能_一塌_才确认_非常佳_听_不会_去_新开_做_喜欢_并没有_再拿_糊涂_办理_是_差_再差_付_非常客观_有_入住_爱_说_相隔_没有入住_折腾_比比皆是_并没有_临_大_没有打扫_
983,ntu.nlp.component.WordWithEmotion@5bcb9d33,已经睡_没有去_换_是_很脏_很好_不好_管坏_太好_住_所以采光_不是_比较小_
984,ntu.nlp.component.WordWithEmotion@14bdae5a,有_怎么干净_感觉_变_比较小_脏_连放冷水_看到_有_开_不敢_不好_发霉_使用_很静_很湿_喝_没敢_综合_使_逛_很方便_不方便_上当_很远_冷水_不远_怎么好_容易漏水_淋_出行_也有_
985,ntu.nlp.component.WordWithEmotion@3101a159,还有_害_回答_只是_显得_只穿_冷_找_光_相当不错_问及_说_异常冷清_应该_几乎看_衣穿_不到_是_也歇业_进入_置若罔闻_入_找_长长_不到_不雅.太过分_
986,ntu.nlp.component.WordWithEmotion@6207f331,排场_也便宜_是_会_调除_就搬家_入住_多开始_让_真的想象_好_实际是_不制热_说_发出_才能_不能_太适合_关_都差_不是_特别好_住_神奇_给_不上_到_不出_开玩笑_相信_这么大_关上_亲自来_是_不是_都发_解释_超豪华_发疯_真是_不去_决定_是_搬_缩水_看_平遥_挺大_这么差_宣传_是_一直是_说_不符_看_很多_是_放_掺水_不会_应该_发疯_不能_去_没住_所以说_简直会_不怎么样_去_
987,ntu.nlp.component.WordWithEmotion@77ef483e,网慢_
988,ntu.nlp.component.WordWithEmotion@7e701bf5,上网_还要_很棒_还是不错_提供_不愧是_收费_太符合_就是_
989,ntu.nlp.component.WordWithEmotion@723bb2ac,要_上网_一般_到_不能_去_
990,ntu.nlp.component.WordWithEmotion@2d4f74cb,很过分_50元_还是_摇晃_都不错_叫_极小_太黑_尤其要_都脱漆_也差_不好_卖_要_是_很小_根本是_一般_太陈旧_炒_不如_说_还少_露天排档_
991,ntu.nlp.component.WordWithEmotion@3b7cd2aa,撑_死_相当恶心_星级_有_
992,ntu.nlp.component.WordWithEmotion@7feab568,不怎么样_还没有_选择_是_
993,ntu.nlp.component.WordWithEmotion@a2c0074,到_预定_含_
994,ntu.nlp.component.WordWithEmotion@4ed1c4e3,诚聘英_reserved_才代理_很差_Copyright_联系_说明_免费注册_
995,ntu.nlp.component.WordWithEmotion@2dd53b82,很仔细_很有_包_想_挺干净_拾到_旧_还给_非常感激_
996,ntu.nlp.component.WordWithEmotion@a35eb50,居然早上_大清早冒_选_太差_不肯_出去_给_有_不知道_买_还是_可以_明明含_
997,ntu.nlp.component.WordWithEmotion@59ebd66c,服务_接机_不设防_扎进_蛮有_让_租车_
998,ntu.nlp.component.WordWithEmotion@a4a7a93,才选_珀丽_都没_
999,ntu.nlp.component.WordWithEmotion@1fb54e2c,没有_都是_怎么说_等_有_要_坏_感觉_糟糕_住_首先是_脏_住_打到_吃饭_不知道_那么大_介绍_是_还没_豪华_去_没收到_单签_台扯_是_买_管_
1000,ntu.nlp.component.WordWithEmotion@381f3af7,比较干静_过去_宽敞_还说_
